ministry,website,division,name,designation,room,phones,email,source_url
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Mohammad Ashif,US (Ad.III A&B),,,mohammad.ashif@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Surjeet Kumar,US (Ad.IV-IVA),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Balwant Parixit Pandey,US (Ad.V),,,parixit.pandey@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Ravish Kumar,US (Ad.IIA&Ad.VIII/EC),,,usad3-rev@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Yad Ram Meena,US (A.S.Unit),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Kehri Singh Meena,US (CX-9),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Nathan Singh,US (Legal),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,J S Malik,US (DBK),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Shireesh Kumar Gautam,US (Ad.II),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sachin Kumar Jain,US Ad.II (A&B),,,sachin.jain@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,S Lianlalmuan,US(AD.II),,,s.lianlalmuan@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Manish Chabariya,US (ICD),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Debjyoti Buman,OSD( TRU ),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Prashant Dalmia,US (CX.8A/Legal),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vacant Us (Cx 3),US (Cx.3),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vacant Us (As/Ri&Amp;I),US (AS/RI&I),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Megha Bansal,US (LC),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Dheeraj Sharma,US (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Adil Ashraf,US (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Renu Verma,US (TRU),,,renu.verma95@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Pradeep Kumar,US (Cx. I),,,cbec-paccx7@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Garima Mali,US (PAC/CX-7),,,garima.mali@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Rajesh Kumar Meena,US (CX-3),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Varun Singhal,DC (Cus.V),,,uscus5-cbec@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Inderjeet Panda,US (Cus.IV),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Ananya Kumar Singh,TO (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Debjyoti Buman,TO (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Kumar Vivek,TO (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vishal Singh,TO (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sanjala Sharma,TO (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sahil Khare,OSD (TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Tanvi Soni,OSD(TRU),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vipin Kumar,SO (Ad.II),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Rakshak Saxena,SO (Ad.II),,,rakshak.saxena@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Ankush Mittal,SO (Ad.II),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Shobha Rawat,SO (Ad.IIA.I),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Madan,SO (Ad.IIA),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Anu,SO (Ad.IIB),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Dheeraj Meena,SO (Ad.IIIA),,,soad3a-rev@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Mohammad Fayyaz,SO (Ad.IIIB),,,mohammad.fayyaz@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Komal Tiwari,SO (Ad.IV),,,komal.tiwari@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Heena Chauhan,SO Ad.IVA,,,heena.chauhan@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Manish Gond,SO (Ad.V),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Mahendra Meena,SO (Ad.V),,,m.meena90@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Om Prakash Meena,SO (Ad.8),,,om.meena91@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Pradeep Kumar,DC (CX.I),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Natasha Laspal,SO (CX.III),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Shivani Bajpai,SO (Service Tax),,,shivani.bajpai@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Naveen Kerketta,SO (CX-7) PAC,,,naveen.kerketta@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Naveen Kumar Punia,SO (Cx. VIII),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vikash Singh,SO (CX.IX),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Ghudmal Meena,SO (PAC-Customs),,,ghudmal.meena@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Priyanka Prasad,SO (Cus.IV),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sunita Sharma,SO (Cus.V),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Suresh Kumar Meena,DC (Cus.VI),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,L Harshel,SO (Cus. III),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Jugal Kishore,SO (Judicial Cell),,,jugal.kishor@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,B Patra,SO (Legal Cell),,,patra.b67@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Narsi Lal Meena,SO (Cx.8A),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vacant So (As Unit),SO (AS Unit),,,-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Rakesh Sharma,SO (ICD),,,rakesh.sharma90@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Gaurav Singh,Commissioner,,,gaurav.singh80@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Kangala Shrunkhala Motiram,Director,,,shrunkhala.k@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Shraiy Suri,Joint Commissioner,,,suri.shraiy@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Anshika Agrawal,Deputy Secretary,,,anshika.ag@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Raushan Kumar,Deputy Commissioner,,,raushan.kumar1@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Kriti Pandey,Under Secretary,,,kriti.pandey012@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Nitin Kumar,Deputy Commissioner,,,nitin.kumar09@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Saumya Gupta,Deputy Commissioner,,,saumyagupta.irs@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Shrivastav Singh,Deputy Commissioner,,,iitkgp.shri@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sakshi Garg,Under Secretary,,,kmsakshi.garg@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Prashant Sharma,Deputy Commissioner,,,prashantsharma.irs@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Manjeet Singh,Deputy Commissioner,,,manjeet.singh19@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Neetu Kumari Prasad,Additional Secretary (Revenue),,,revas-mof@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Balasubramanian Krishnamurthy,Joint Secretary,,"KB 011-24012420,24012421 & 23755545",js-dor@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vandana Marwah,DDG,,,vandana.marwah@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vandana Kohli,PPS to JS(TPRU),,"23755545 & KB 011-24012420,24012421",vandana.1977@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Narinder Singh,Commissioner,,,com1-tpru@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Manu J Vettickan,Director (TPRU),,,mj.vettickan@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Abhishek Tripathy,Joint Commissioner,,,dc5-tpru@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Bipin Kumar,Joint Commissioner,,,dc2-tpru@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Katyayani Sanjay Bhatia,Deputy Commissioner,,,dc4-tpru@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sanket Agarwal,Deputy Commissioner,,,dc3-tpru@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Ansuman Sharma,Deputy Director,,,ansuman.sharma@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Nimit Dhalia,Assistant Director,,,nimit.dhalia2057@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sumit Aswal,Superintendent,,,sumit.aswal@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Siddhartha Gupta,Superintendent,,,siddhu86.akhilesh@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Vacant Director, Fiu-Ind","Addl Secretary (Rev) & Director, FIU-IND",,"23314458, 23314435",-,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Manish K Hairat, Its",Additional Director,,,m.hairat@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Srujani Mohanty, Irs",Additional Director,,,m.srujani@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Shailesh Thakur, Irs",Additional Director,,,thakur.s80@gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Nikhil Varma, Irs",Additional Director,,,addl-director1@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Bedobani Chaudhuri, Irs",Additional Director,,,addl-director3@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Ashima Batra, Irs",Additional Director,,,addl-director2@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Rajarshi Kumar, Irs",Additional Director,,,jt-dir@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Vasud Torsekar Ganesh,Joint Director,,,dydirector-14@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Dr Swati Bhanwala, Irs",Joint Director,,,ad.esw@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"M Shanmuga Priya, Irs",Joint Director,,,jdir-sag@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Vidhi Choudhary, Irs",Joint Director,,,dydirector-9@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Dr Abhinav Ujjainia, Irs",Deputy Director,,,dydirector-18@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Amit Srivastava, Ccs",Under Secretary,,,amit.s13@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Ashok Kumar Kookna, Irs",Deputy Director,,,dydirector-21@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Keshav Kishore Anand, Irs",Deputy Director,,,dydir.12@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Gaurav Singh, Iss",Deputy Director,,,dydirector-11@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Dr Sumit Kumar Jha, Irs",Deputy Director,,,dydirecto-10@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"V Ilancheliyan, Iofs",Deputy Director,,,dydirector-17@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Vikas Aswal, Irs",Deputy Director,,,dd-esw@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Honey Patodi, Irs",Deputy Director,,,dydirector-15@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Seuj Kumar Saikia, Irs",Deputy Director,,,dydirector-19@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Shardul, Irs",Deputy Director,,,dd-esw2@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Keerthishri S, Irs",Deputy Director,,,dydirector-20@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Avinash Kumar, Irps",Deputy Director,,,dydirector7@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Shivani Maheswari, Icoas",Deputy Director,,,dydirector-22@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Vipin Kumar Ashok, Irs",Assistant Director,,,asstdir-ag2@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Ram Milan, Irs",Assistant Director,,,asstdir-ag3@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Anand Kumar, Irs",Assistant Director,,,asstdir-sag1@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,"Vishal Kumar, Icoas",Assistant Director,,,asstdir-sag2@fiuindia.gov.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Hemant Kumar,Technical Director,,,hemant.kumar@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Rajeev Kumar,Scientist C,,,rajeev.kr@nic.in,https://dor.gov.in/index.php/whos-who
Department of Revenue (DoR),https://dor.gov.in,Draft Model GST Laws,Sweta Pratap,Scientist C,,,sweta.pratap@nic.in,https://dor.gov.in/index.php/whos-who
Department of Atomic Energy,https://dae.gov.in,Secretary,Dr. Ajit Kumar Mohanty,"Secretary, DAE & Chairman, AEC",,+91-22-22022543,chairman@dae.gov.in,https://dae.gov.in/whos-who/
Department of Atomic Energy,https://dae.gov.in,Office of Secretary,Shri S. M. Basha,Technical Advisor,,+91-22-22862727,basha.sm@dae.gov.in,https://dae.gov.in/whos-who/
Department of Atomic Energy,https://dae.gov.in,Office of Secretary,Shri Krishnakumar P. C.,"OSD to Secretary, DAE & Chairman, AEC",,+91-22-22862563,chairman@dae.gov.in,https://dae.gov.in/whos-who/
Department of Atomic Energy,https://dae.gov.in,Office of Secretary,Shri Anil Kumar B. K.,Deputy Secretary,,+91-22-22862562,chmn@dae.gov.in,https://dae.gov.in/whos-who/
Department of Atomic Energy,https://dae.gov.in,Nuclear Control and Planning Wing (NCPW),Shri Rajeev Keswani,"Head, NCPW",,+91-22-22043041,headncpw@dae.gov.in,https://dae.gov.in/whos-who/
